embedding_index,image_path,filename,source_image_A_stem,source_image_B_stem,source_idx_A_in_train_bf,source_idx_B_in_train_bf
10570,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423353_img054553.png,morphed_img423353_img054553.png,img423353,img054553,18971,2422
10571,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423353_img099545.png,morphed_img423353_img099545.png,img423353,img099545,18971,4403
10572,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423353_img282038.png,morphed_img423353_img282038.png,img423353,img282038,18971,12655
10573,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423353_img337488.png,morphed_img423353_img337488.png,img423353,img337488,18971,15168
10574,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423467_img054553.png,morphed_img423467_img054553.png,img423467,img054553,18978,2422
10575,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423467_img282038.png,morphed_img423467_img282038.png,img423467,img282038,18978,12655
10576,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423467_img337488.png,morphed_img423467_img337488.png,img423467,img337488,18978,15168
10577,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423467_img496816.png,morphed_img423467_img496816.png,img423467,img496816,18978,22347
10578,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423579_img282038.png,morphed_img423579_img282038.png,img423579,img282038,18991,12655
10579,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423579_img337488.png,morphed_img423579_img337488.png,img423579,img337488,18991,15168
10580,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423579_img496816.png,morphed_img423579_img496816.png,img423579,img496816,18991,22347
10581,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423615_img054553.png,morphed_img423615_img054553.png,img423615,img054553,18993,2422
10582,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423615_img099545.png,morphed_img423615_img099545.png,img423615,img099545,18993,4403
10583,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423615_img282038.png,morphed_img423615_img282038.png,img423615,img282038,18993,12655
10584,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423615_img337488.png,morphed_img423615_img337488.png,img423615,img337488,18993,15168
10585,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423615_img496816.png,morphed_img423615_img496816.png,img423615,img496816,18993,22347
10586,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423983_img054553.png,morphed_img423983_img054553.png,img423983,img054553,18999,2422
10587,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423983_img099545.png,morphed_img423983_img099545.png,img423983,img099545,18999,4403
10588,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423983_img282038.png,morphed_img423983_img282038.png,img423983,img282038,18999,12655
10589,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423983_img337488.png,morphed_img423983_img337488.png,img423983,img337488,18999,15168
10590,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img423983_img496816.png,morphed_img423983_img496816.png,img423983,img496816,18999,22347
10591,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424121_img054553.png,morphed_img424121_img054553.png,img424121,img054553,19005,2422
10592,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424121_img282038.png,morphed_img424121_img282038.png,img424121,img282038,19005,12655
10593,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424134_img282038.png,morphed_img424134_img282038.png,img424134,img282038,19007,12655
10594,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424134_img337488.png,morphed_img424134_img337488.png,img424134,img337488,19007,15168
10595,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424134_img496816.png,morphed_img424134_img496816.png,img424134,img496816,19007,22347
10596,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424164_img054553.png,morphed_img424164_img054553.png,img424164,img054553,19009,2422
10597,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424164_img099545.png,morphed_img424164_img099545.png,img424164,img099545,19009,4403
10598,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424164_img282038.png,morphed_img424164_img282038.png,img424164,img282038,19009,12655
10599,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424164_img337488.png,morphed_img424164_img337488.png,img424164,img337488,19009,15168
10600,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424164_img496816.png,morphed_img424164_img496816.png,img424164,img496816,19009,22347
10601,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424170_img496816.png,morphed_img424170_img496816.png,img424170,img496816,19010,22347
10602,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424720_img099545.png,morphed_img424720_img099545.png,img424720,img099545,19031,4403
10603,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424720_img282038.png,morphed_img424720_img282038.png,img424720,img282038,19031,12655
10604,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img424720_img496816.png,morphed_img424720_img496816.png,img424720,img496816,19031,22347
10605,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425004_img054553.png,morphed_img425004_img054553.png,img425004,img054553,19043,2422
10606,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425004_img282038.png,morphed_img425004_img282038.png,img425004,img282038,19043,12655
10607,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425004_img496816.png,morphed_img425004_img496816.png,img425004,img496816,19043,22347
10608,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425536_img054553.png,morphed_img425536_img054553.png,img425536,img054553,19063,2422
10609,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425536_img099545.png,morphed_img425536_img099545.png,img425536,img099545,19063,4403
10610,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425536_img282038.png,morphed_img425536_img282038.png,img425536,img282038,19063,12655
10611,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425536_img337488.png,morphed_img425536_img337488.png,img425536,img337488,19063,15168
10612,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425627_img282038.png,morphed_img425627_img282038.png,img425627,img282038,19067,12655
10613,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425627_img337488.png,morphed_img425627_img337488.png,img425627,img337488,19067,15168
10614,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425627_img496816.png,morphed_img425627_img496816.png,img425627,img496816,19067,22347
10615,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425712_img496816.png,morphed_img425712_img496816.png,img425712,img496816,19071,22347
10616,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425743_img054553.png,morphed_img425743_img054553.png,img425743,img054553,19073,2422
10617,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425743_img099545.png,morphed_img425743_img099545.png,img425743,img099545,19073,4403
10618,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425743_img282038.png,morphed_img425743_img282038.png,img425743,img282038,19073,12655
10619,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425743_img337488.png,morphed_img425743_img337488.png,img425743,img337488,19073,15168
10620,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425743_img496816.png,morphed_img425743_img496816.png,img425743,img496816,19073,22347
10621,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425745_img054553.png,morphed_img425745_img054553.png,img425745,img054553,19074,2422
10622,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425745_img099545.png,morphed_img425745_img099545.png,img425745,img099545,19074,4403
10623,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425745_img337488.png,morphed_img425745_img337488.png,img425745,img337488,19074,15168
10624,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425745_img496816.png,morphed_img425745_img496816.png,img425745,img496816,19074,22347
10625,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425849_img054553.png,morphed_img425849_img054553.png,img425849,img054553,19081,2422
10626,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425849_img282038.png,morphed_img425849_img282038.png,img425849,img282038,19081,12655
10627,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425849_img337488.png,morphed_img425849_img337488.png,img425849,img337488,19081,15168
10628,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425849_img496816.png,morphed_img425849_img496816.png,img425849,img496816,19081,22347
10629,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425851_img054553.png,morphed_img425851_img054553.png,img425851,img054553,19082,2422
10630,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425851_img099545.png,morphed_img425851_img099545.png,img425851,img099545,19082,4403
10631,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425851_img337488.png,morphed_img425851_img337488.png,img425851,img337488,19082,15168
10632,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img425851_img496816.png,morphed_img425851_img496816.png,img425851,img496816,19082,22347
10633,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426351_img054553.png,morphed_img426351_img054553.png,img426351,img054553,19104,2422
10634,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426351_img282038.png,morphed_img426351_img282038.png,img426351,img282038,19104,12655
10635,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426351_img337488.png,morphed_img426351_img337488.png,img426351,img337488,19104,15168
10636,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426351_img496816.png,morphed_img426351_img496816.png,img426351,img496816,19104,22347
10637,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426459_img054553.png,morphed_img426459_img054553.png,img426459,img054553,19109,2422
10638,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426459_img099545.png,morphed_img426459_img099545.png,img426459,img099545,19109,4403
10639,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426459_img282038.png,morphed_img426459_img282038.png,img426459,img282038,19109,12655
10640,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426459_img337488.png,morphed_img426459_img337488.png,img426459,img337488,19109,15168
10641,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426459_img496816.png,morphed_img426459_img496816.png,img426459,img496816,19109,22347
10642,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426599_img054553.png,morphed_img426599_img054553.png,img426599,img054553,19118,2422
10643,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426599_img099545.png,morphed_img426599_img099545.png,img426599,img099545,19118,4403
10644,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426599_img337488.png,morphed_img426599_img337488.png,img426599,img337488,19118,15168
10645,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426599_img496816.png,morphed_img426599_img496816.png,img426599,img496816,19118,22347
10646,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426607_img282038.png,morphed_img426607_img282038.png,img426607,img282038,19120,12655
10647,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426607_img337488.png,morphed_img426607_img337488.png,img426607,img337488,19120,15168
10648,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426607_img496816.png,morphed_img426607_img496816.png,img426607,img496816,19120,22347
10649,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426673_img054553.png,morphed_img426673_img054553.png,img426673,img054553,19122,2422
10650,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426673_img099545.png,morphed_img426673_img099545.png,img426673,img099545,19122,4403
10651,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426673_img282038.png,morphed_img426673_img282038.png,img426673,img282038,19122,12655
10652,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426673_img337488.png,morphed_img426673_img337488.png,img426673,img337488,19122,15168
10653,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426673_img496816.png,morphed_img426673_img496816.png,img426673,img496816,19122,22347
10654,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426689_img054553.png,morphed_img426689_img054553.png,img426689,img054553,19123,2422
10655,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426689_img099545.png,morphed_img426689_img099545.png,img426689,img099545,19123,4403
10656,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426689_img282038.png,morphed_img426689_img282038.png,img426689,img282038,19123,12655
10657,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426689_img337488.png,morphed_img426689_img337488.png,img426689,img337488,19123,15168
10658,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426689_img496816.png,morphed_img426689_img496816.png,img426689,img496816,19123,22347
10659,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426728_img054553.png,morphed_img426728_img054553.png,img426728,img054553,19127,2422
10660,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426728_img099545.png,morphed_img426728_img099545.png,img426728,img099545,19127,4403
10661,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426728_img282038.png,morphed_img426728_img282038.png,img426728,img282038,19127,12655
10662,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426728_img337488.png,morphed_img426728_img337488.png,img426728,img337488,19127,15168
10663,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426728_img496816.png,morphed_img426728_img496816.png,img426728,img496816,19127,22347
10664,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426858_img054553.png,morphed_img426858_img054553.png,img426858,img054553,19132,2422
10665,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426858_img282038.png,morphed_img426858_img282038.png,img426858,img282038,19132,12655
10666,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426858_img496816.png,morphed_img426858_img496816.png,img426858,img496816,19132,22347
10667,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426922_img282038.png,morphed_img426922_img282038.png,img426922,img282038,19136,12655
10668,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426922_img496816.png,morphed_img426922_img496816.png,img426922,img496816,19136,22347
10669,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426962_img054553.png,morphed_img426962_img054553.png,img426962,img054553,19138,2422
10670,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426962_img282038.png,morphed_img426962_img282038.png,img426962,img282038,19138,12655
10671,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img426962_img496816.png,morphed_img426962_img496816.png,img426962,img496816,19138,22347
10672,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427229_img054553.png,morphed_img427229_img054553.png,img427229,img054553,19147,2422
10673,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427229_img282038.png,morphed_img427229_img282038.png,img427229,img282038,19147,12655
10674,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427229_img337488.png,morphed_img427229_img337488.png,img427229,img337488,19147,15168
10675,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427491_img099545.png,morphed_img427491_img099545.png,img427491,img099545,19152,4403
10676,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427606_img054553.png,morphed_img427606_img054553.png,img427606,img054553,19158,2422
10677,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427606_img282038.png,morphed_img427606_img282038.png,img427606,img282038,19158,12655
10678,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427606_img337488.png,morphed_img427606_img337488.png,img427606,img337488,19158,15168
10679,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427772_img099545.png,morphed_img427772_img099545.png,img427772,img099545,19167,4403
10680,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427772_img337488.png,morphed_img427772_img337488.png,img427772,img337488,19167,15168
10681,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img427772_img496816.png,morphed_img427772_img496816.png,img427772,img496816,19167,22347
10682,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428405_img054553.png,morphed_img428405_img054553.png,img428405,img054553,19186,2422
10683,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428405_img099545.png,morphed_img428405_img099545.png,img428405,img099545,19186,4403
10684,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428405_img282038.png,morphed_img428405_img282038.png,img428405,img282038,19186,12655
10685,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428405_img496816.png,morphed_img428405_img496816.png,img428405,img496816,19186,22347
10686,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428665_img054553.png,morphed_img428665_img054553.png,img428665,img054553,19201,2422
10687,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428665_img099545.png,morphed_img428665_img099545.png,img428665,img099545,19201,4403
10688,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428665_img337488.png,morphed_img428665_img337488.png,img428665,img337488,19201,15168
10689,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428665_img496816.png,morphed_img428665_img496816.png,img428665,img496816,19201,22347
10690,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428869_img054553.png,morphed_img428869_img054553.png,img428869,img054553,19209,2422
10691,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428869_img282038.png,morphed_img428869_img282038.png,img428869,img282038,19209,12655
10692,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428869_img496816.png,morphed_img428869_img496816.png,img428869,img496816,19209,22347
10693,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428947_img054553.png,morphed_img428947_img054553.png,img428947,img054553,19212,2422
10694,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428947_img282038.png,morphed_img428947_img282038.png,img428947,img282038,19212,12655
10695,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428947_img337488.png,morphed_img428947_img337488.png,img428947,img337488,19212,15168
10696,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img428947_img496816.png,morphed_img428947_img496816.png,img428947,img496816,19212,22347
10697,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430032_img054553.png,morphed_img430032_img054553.png,img430032,img054553,19246,2422
10698,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430032_img099545.png,morphed_img430032_img099545.png,img430032,img099545,19246,4403
10699,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430032_img282038.png,morphed_img430032_img282038.png,img430032,img282038,19246,12655
10700,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430032_img337488.png,morphed_img430032_img337488.png,img430032,img337488,19246,15168
10701,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430032_img496816.png,morphed_img430032_img496816.png,img430032,img496816,19246,22347
10702,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430296_img054553.png,morphed_img430296_img054553.png,img430296,img054553,19257,2422
10703,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430296_img099545.png,morphed_img430296_img099545.png,img430296,img099545,19257,4403
10704,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430296_img282038.png,morphed_img430296_img282038.png,img430296,img282038,19257,12655
10705,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430296_img496816.png,morphed_img430296_img496816.png,img430296,img496816,19257,22347
10706,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430796_img054553.png,morphed_img430796_img054553.png,img430796,img054553,19275,2422
10707,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430796_img099545.png,morphed_img430796_img099545.png,img430796,img099545,19275,4403
10708,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430796_img282038.png,morphed_img430796_img282038.png,img430796,img282038,19275,12655
10709,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430796_img337488.png,morphed_img430796_img337488.png,img430796,img337488,19275,15168
10710,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img430796_img496816.png,morphed_img430796_img496816.png,img430796,img496816,19275,22347
10711,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431082_img054553.png,morphed_img431082_img054553.png,img431082,img054553,19294,2422
10712,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431082_img337488.png,morphed_img431082_img337488.png,img431082,img337488,19294,15168
10713,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431177_img054553.png,morphed_img431177_img054553.png,img431177,img054553,19299,2422
10714,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431177_img282038.png,morphed_img431177_img282038.png,img431177,img282038,19299,12655
10715,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431177_img337488.png,morphed_img431177_img337488.png,img431177,img337488,19299,15168
10716,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431177_img496816.png,morphed_img431177_img496816.png,img431177,img496816,19299,22347
10717,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431496_img054553.png,morphed_img431496_img054553.png,img431496,img054553,19314,2422
10718,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431496_img099545.png,morphed_img431496_img099545.png,img431496,img099545,19314,4403
10719,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431496_img282038.png,morphed_img431496_img282038.png,img431496,img282038,19314,12655
10720,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431496_img337488.png,morphed_img431496_img337488.png,img431496,img337488,19314,15168
10721,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431496_img496816.png,morphed_img431496_img496816.png,img431496,img496816,19314,22347
10722,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431517_img099545.png,morphed_img431517_img099545.png,img431517,img099545,19317,4403
10723,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431517_img282038.png,morphed_img431517_img282038.png,img431517,img282038,19317,12655
10724,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431517_img337488.png,morphed_img431517_img337488.png,img431517,img337488,19317,15168
10725,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431517_img496816.png,morphed_img431517_img496816.png,img431517,img496816,19317,22347
10726,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431582_img099545.png,morphed_img431582_img099545.png,img431582,img099545,19322,4403
10727,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img431582_img282038.png,morphed_img431582_img282038.png,img431582,img282038,19322,12655
