embedding_index,filename,image_path,identity_id,label,split,images_per_identity
4151,146111.png,/nas-ctm01/datasets/public/celeba/146111.png,6112,110,train,27
4152,146132.png,/nas-ctm01/datasets/public/celeba/146132.png,9790,188,val,30
4153,146137.png,/nas-ctm01/datasets/public/celeba/146137.png,3941,56,train,30
4154,146189.png,/nas-ctm01/datasets/public/celeba/146189.png,7923,151,train,27
4155,146203.png,/nas-ctm01/datasets/public/celeba/146203.png,1258,8,train,29
4156,146214.png,/nas-ctm01/datasets/public/celeba/146214.png,6997,136,train,28
4157,146222.png,/nas-ctm01/datasets/public/celeba/146222.png,5786,100,train,25
4158,146246.png,/nas-ctm01/datasets/public/celeba/146246.png,5489,93,train,30
4159,146308.png,/nas-ctm01/datasets/public/celeba/146308.png,2158,27,val,29
4160,146395.png,/nas-ctm01/datasets/public/celeba/146395.png,2245,32,train,30
4161,146550.png,/nas-ctm01/datasets/public/celeba/146550.png,6112,110,train,27
4162,146570.png,/nas-ctm01/datasets/public/celeba/146570.png,4832,75,train,30
4163,146612.png,/nas-ctm01/datasets/public/celeba/146612.png,3808,53,train,29
4164,146632.png,/nas-ctm01/datasets/public/celeba/146632.png,5489,93,train,30
4165,146694.png,/nas-ctm01/datasets/public/celeba/146694.png,4819,74,train,27
4166,146727.png,/nas-ctm01/datasets/public/celeba/146727.png,9138,177,train,30
4167,146750.png,/nas-ctm01/datasets/public/celeba/146750.png,2236,31,train,29
4168,146782.png,/nas-ctm01/datasets/public/celeba/146782.png,6354,117,train,30
4169,146797.png,/nas-ctm01/datasets/public/celeba/146797.png,5747,98,train,30
4170,146812.png,/nas-ctm01/datasets/public/celeba/146812.png,8457,160,train,25
4171,146862.png,/nas-ctm01/datasets/public/celeba/146862.png,5482,92,train,29
4172,146864.png,/nas-ctm01/datasets/public/celeba/146864.png,3056,46,train,28
4173,146884.png,/nas-ctm01/datasets/public/celeba/146884.png,10160,197,train,30
4174,146902.png,/nas-ctm01/datasets/public/celeba/146902.png,5382,87,val,29
4175,146950.png,/nas-ctm01/datasets/public/celeba/146950.png,2158,27,val,29
4176,146951.png,/nas-ctm01/datasets/public/celeba/146951.png,6112,110,test,27
4177,146966.png,/nas-ctm01/datasets/public/celeba/146966.png,6751,127,train,28
4178,146987.png,/nas-ctm01/datasets/public/celeba/146987.png,10160,197,train,30
4179,146999.png,/nas-ctm01/datasets/public/celeba/146999.png,4702,72,train,28
4180,147022.png,/nas-ctm01/datasets/public/celeba/147022.png,6044,107,train,29
4181,147152.png,/nas-ctm01/datasets/public/celeba/147152.png,5101,82,train,27
4182,147183.png,/nas-ctm01/datasets/public/celeba/147183.png,4157,58,val,30
4183,147206.png,/nas-ctm01/datasets/public/celeba/147206.png,4672,71,train,30
4184,147250.png,/nas-ctm01/datasets/public/celeba/147250.png,1467,13,train,30
4185,147311.png,/nas-ctm01/datasets/public/celeba/147311.png,7260,143,train,30
4186,147312.png,/nas-ctm01/datasets/public/celeba/147312.png,5489,93,train,30
4187,147408.png,/nas-ctm01/datasets/public/celeba/147408.png,4321,61,train,30
4188,147415.png,/nas-ctm01/datasets/public/celeba/147415.png,9810,189,train,28
4189,147440.png,/nas-ctm01/datasets/public/celeba/147440.png,3569,50,train,29
4190,147444.png,/nas-ctm01/datasets/public/celeba/147444.png,6143,111,test,30
4191,147504.png,/nas-ctm01/datasets/public/celeba/147504.png,4951,79,train,30
4192,147537.png,/nas-ctm01/datasets/public/celeba/147537.png,9789,187,train,30
4193,147553.png,/nas-ctm01/datasets/public/celeba/147553.png,10085,193,test,26
4194,147571.png,/nas-ctm01/datasets/public/celeba/147571.png,2643,38,train,29
4195,147632.png,/nas-ctm01/datasets/public/celeba/147632.png,5911,103,train,29
4196,147636.png,/nas-ctm01/datasets/public/celeba/147636.png,10160,197,test,30
4197,147725.png,/nas-ctm01/datasets/public/celeba/147725.png,6292,114,train,30
4198,147756.png,/nas-ctm01/datasets/public/celeba/147756.png,9290,183,train,30
4199,147757.png,/nas-ctm01/datasets/public/celeba/147757.png,9678,184,train,30
4200,147769.png,/nas-ctm01/datasets/public/celeba/147769.png,6079,108,train,30
4201,147800.png,/nas-ctm01/datasets/public/celeba/147800.png,6751,127,test,28
4202,147804.png,/nas-ctm01/datasets/public/celeba/147804.png,5142,83,test,30
4203,147863.png,/nas-ctm01/datasets/public/celeba/147863.png,2805,40,train,30
4204,147909.png,/nas-ctm01/datasets/public/celeba/147909.png,6420,121,val,30
4205,147931.png,/nas-ctm01/datasets/public/celeba/147931.png,4832,75,train,30
4206,147938.png,/nas-ctm01/datasets/public/celeba/147938.png,6719,126,val,29
4207,147941.png,/nas-ctm01/datasets/public/celeba/147941.png,6928,135,train,30
4208,148030.png,/nas-ctm01/datasets/public/celeba/148030.png,4577,69,train,30
4209,148089.png,/nas-ctm01/datasets/public/celeba/148089.png,10134,195,train,30
4210,148112.png,/nas-ctm01/datasets/public/celeba/148112.png,4702,72,train,28
4211,148159.png,/nas-ctm01/datasets/public/celeba/148159.png,7353,145,train,29
4212,148216.png,/nas-ctm01/datasets/public/celeba/148216.png,5382,87,val,29
4213,148250.png,/nas-ctm01/datasets/public/celeba/148250.png,6112,110,train,27
4214,148297.png,/nas-ctm01/datasets/public/celeba/148297.png,9790,188,train,30
4215,148327.png,/nas-ctm01/datasets/public/celeba/148327.png,6164,112,train,29
4216,148365.png,/nas-ctm01/datasets/public/celeba/148365.png,6844,129,train,30
4217,148375.png,/nas-ctm01/datasets/public/celeba/148375.png,2898,42,train,28
4218,148448.png,/nas-ctm01/datasets/public/celeba/148448.png,8208,155,train,29
4219,148457.png,/nas-ctm01/datasets/public/celeba/148457.png,8946,172,train,30
4220,148458.png,/nas-ctm01/datasets/public/celeba/148458.png,1629,16,val,30
4221,148499.png,/nas-ctm01/datasets/public/celeba/148499.png,10144,196,train,28
4222,148537.png,/nas-ctm01/datasets/public/celeba/148537.png,2318,35,train,30
4223,148646.png,/nas-ctm01/datasets/public/celeba/148646.png,8148,153,train,30
4224,148651.png,/nas-ctm01/datasets/public/celeba/148651.png,8692,163,test,27
4225,148704.png,/nas-ctm01/datasets/public/celeba/148704.png,1493,14,train,29
4226,148748.png,/nas-ctm01/datasets/public/celeba/148748.png,6351,116,train,30
4227,148783.png,/nas-ctm01/datasets/public/celeba/148783.png,3022,44,test,30
4228,148797.png,/nas-ctm01/datasets/public/celeba/148797.png,6143,111,train,30
4229,148898.png,/nas-ctm01/datasets/public/celeba/148898.png,4702,72,test,28
4230,149001.png,/nas-ctm01/datasets/public/celeba/149001.png,6164,112,val,29
4231,149034.png,/nas-ctm01/datasets/public/celeba/149034.png,3896,54,train,29
4232,149040.png,/nas-ctm01/datasets/public/celeba/149040.png,8195,154,train,29
4233,149044.png,/nas-ctm01/datasets/public/celeba/149044.png,5786,100,train,25
4234,149072.png,/nas-ctm01/datasets/public/celeba/149072.png,4936,77,train,30
4235,149102.png,/nas-ctm01/datasets/public/celeba/149102.png,8896,170,test,26
4236,149175.png,/nas-ctm01/datasets/public/celeba/149175.png,6365,119,train,30
4237,149212.png,/nas-ctm01/datasets/public/celeba/149212.png,8469,161,train,28
4238,149231.png,/nas-ctm01/datasets/public/celeba/149231.png,6877,133,train,26
4239,149303.png,/nas-ctm01/datasets/public/celeba/149303.png,6164,112,train,29
4240,149317.png,/nas-ctm01/datasets/public/celeba/149317.png,2225,30,val,30
4241,149345.png,/nas-ctm01/datasets/public/celeba/149345.png,5827,102,train,30
4242,149365.png,/nas-ctm01/datasets/public/celeba/149365.png,8148,153,train,30
4243,149398.png,/nas-ctm01/datasets/public/celeba/149398.png,6164,112,test,29
4244,149404.png,/nas-ctm01/datasets/public/celeba/149404.png,6877,133,train,26
4245,149449.png,/nas-ctm01/datasets/public/celeba/149449.png,6860,131,train,30
4246,149468.png,/nas-ctm01/datasets/public/celeba/149468.png,894,4,train,30
4247,149497.png,/nas-ctm01/datasets/public/celeba/149497.png,6365,119,train,30
4248,149522.png,/nas-ctm01/datasets/public/celeba/149522.png,661,3,train,30
4249,149531.png,/nas-ctm01/datasets/public/celeba/149531.png,9290,183,train,30
4250,149563.png,/nas-ctm01/datasets/public/celeba/149563.png,7850,148,train,27
4251,149651.png,/nas-ctm01/datasets/public/celeba/149651.png,8112,152,train,30
4252,149669.png,/nas-ctm01/datasets/public/celeba/149669.png,6292,114,train,30
4253,149757.png,/nas-ctm01/datasets/public/celeba/149757.png,7004,138,train,30
4254,149803.png,/nas-ctm01/datasets/public/celeba/149803.png,9790,188,test,30
4255,149843.png,/nas-ctm01/datasets/public/celeba/149843.png,7195,142,test,30
4256,149855.png,/nas-ctm01/datasets/public/celeba/149855.png,1467,13,train,30
4257,149960.png,/nas-ctm01/datasets/public/celeba/149960.png,4157,58,train,30
4258,149981.png,/nas-ctm01/datasets/public/celeba/149981.png,6386,120,train,29
4259,150011.png,/nas-ctm01/datasets/public/celeba/150011.png,4702,72,val,28
4260,150012.png,/nas-ctm01/datasets/public/celeba/150012.png,4955,80,train,30
4261,150056.png,/nas-ctm01/datasets/public/celeba/150056.png,3808,53,train,29
4262,150061.png,/nas-ctm01/datasets/public/celeba/150061.png,5482,92,train,29
4263,150084.png,/nas-ctm01/datasets/public/celeba/150084.png,4268,59,train,30
4264,150118.png,/nas-ctm01/datasets/public/celeba/150118.png,6997,136,train,28
4265,150154.png,/nas-ctm01/datasets/public/celeba/150154.png,6042,105,train,29
4266,150192.png,/nas-ctm01/datasets/public/celeba/150192.png,1135,7,test,30
4267,150365.png,/nas-ctm01/datasets/public/celeba/150365.png,6851,130,train,30
4268,150366.png,/nas-ctm01/datasets/public/celeba/150366.png,9789,187,val,30
4269,150375.png,/nas-ctm01/datasets/public/celeba/150375.png,3024,45,test,28
4270,150413.png,/nas-ctm01/datasets/public/celeba/150413.png,7923,151,train,27
4271,150421.png,/nas-ctm01/datasets/public/celeba/150421.png,8940,171,train,28
4272,150442.png,/nas-ctm01/datasets/public/celeba/150442.png,5341,85,test,30
4273,150611.png,/nas-ctm01/datasets/public/celeba/150611.png,8195,154,val,29
4274,150621.png,/nas-ctm01/datasets/public/celeba/150621.png,6365,119,train,30
4275,150650.png,/nas-ctm01/datasets/public/celeba/150650.png,4321,61,train,30
4276,150654.png,/nas-ctm01/datasets/public/celeba/150654.png,10060,192,train,29
4277,150806.png,/nas-ctm01/datasets/public/celeba/150806.png,9184,179,train,30
4278,150899.png,/nas-ctm01/datasets/public/celeba/150899.png,7923,151,val,27
4279,150908.png,/nas-ctm01/datasets/public/celeba/150908.png,10160,197,train,30
4280,150910.png,/nas-ctm01/datasets/public/celeba/150910.png,4157,58,train,30
4281,150946.png,/nas-ctm01/datasets/public/celeba/150946.png,7353,145,train,29
4282,150968.png,/nas-ctm01/datasets/public/celeba/150968.png,7923,151,train,27
4283,151005.png,/nas-ctm01/datasets/public/celeba/151005.png,8896,170,val,26
4284,151018.png,/nas-ctm01/datasets/public/celeba/151018.png,6483,123,val,30
4285,151024.png,/nas-ctm01/datasets/public/celeba/151024.png,7151,140,train,29
4286,151059.png,/nas-ctm01/datasets/public/celeba/151059.png,4309,60,train,26
4287,151065.png,/nas-ctm01/datasets/public/celeba/151065.png,10000,191,train,30
4288,151083.png,/nas-ctm01/datasets/public/celeba/151083.png,8148,153,val,30
4289,151112.png,/nas-ctm01/datasets/public/celeba/151112.png,5101,82,train,27
4290,151119.png,/nas-ctm01/datasets/public/celeba/151119.png,5489,93,train,30
4291,151140.png,/nas-ctm01/datasets/public/celeba/151140.png,1467,13,train,30
4292,151148.png,/nas-ctm01/datasets/public/celeba/151148.png,6483,123,train,30
4293,151188.png,/nas-ctm01/datasets/public/celeba/151188.png,8896,170,train,26
4294,151196.png,/nas-ctm01/datasets/public/celeba/151196.png,1990,22,train,30
4295,151204.png,/nas-ctm01/datasets/public/celeba/151204.png,5341,85,train,30
4296,151205.png,/nas-ctm01/datasets/public/celeba/151205.png,1657,18,train,30
4297,151219.png,/nas-ctm01/datasets/public/celeba/151219.png,1990,22,train,30
4298,151243.png,/nas-ctm01/datasets/public/celeba/151243.png,5704,97,train,27
4299,151261.png,/nas-ctm01/datasets/public/celeba/151261.png,6337,115,train,29
4300,151323.png,/nas-ctm01/datasets/public/celeba/151323.png,5101,82,val,27
4301,151506.png,/nas-ctm01/datasets/public/celeba/151506.png,9056,174,test,27
4302,151535.png,/nas-ctm01/datasets/public/celeba/151535.png,3600,51,test,30
4303,151637.png,/nas-ctm01/datasets/public/celeba/151637.png,6719,126,train,29
4304,151680.png,/nas-ctm01/datasets/public/celeba/151680.png,6751,127,train,28
4305,151810.png,/nas-ctm01/datasets/public/celeba/151810.png,4157,58,train,30
4306,151877.png,/nas-ctm01/datasets/public/celeba/151877.png,6483,123,train,30
4307,151988.png,/nas-ctm01/datasets/public/celeba/151988.png,9731,185,test,30
4308,152053.png,/nas-ctm01/datasets/public/celeba/152053.png,7001,137,train,30
4309,152065.png,/nas-ctm01/datasets/public/celeba/152065.png,5786,100,train,25
4310,152119.png,/nas-ctm01/datasets/public/celeba/152119.png,6337,115,test,29
4311,152162.png,/nas-ctm01/datasets/public/celeba/152162.png,4951,79,train,30
4312,152194.png,/nas-ctm01/datasets/public/celeba/152194.png,5911,103,val,29
4313,152198.png,/nas-ctm01/datasets/public/celeba/152198.png,4936,77,train,30
4314,152202.png,/nas-ctm01/datasets/public/celeba/152202.png,4702,72,train,28
4315,152249.png,/nas-ctm01/datasets/public/celeba/152249.png,4268,59,train,30
4316,152324.png,/nas-ctm01/datasets/public/celeba/152324.png,6997,136,train,28
4317,152330.png,/nas-ctm01/datasets/public/celeba/152330.png,2066,25,train,30
4318,152373.png,/nas-ctm01/datasets/public/celeba/152373.png,8785,168,train,29
4319,152403.png,/nas-ctm01/datasets/public/celeba/152403.png,6420,121,train,30
4320,152430.png,/nas-ctm01/datasets/public/celeba/152430.png,6844,129,train,30
4321,152432.png,/nas-ctm01/datasets/public/celeba/152432.png,6851,130,test,30
4322,152485.png,/nas-ctm01/datasets/public/celeba/152485.png,4808,73,train,30
4323,152537.png,/nas-ctm01/datasets/public/celeba/152537.png,1448,12,val,25
4324,152566.png,/nas-ctm01/datasets/public/celeba/152566.png,4636,70,train,27
4325,152641.png,/nas-ctm01/datasets/public/celeba/152641.png,7138,139,test,29
4326,152655.png,/nas-ctm01/datasets/public/celeba/152655.png,10095,194,train,28
4327,152690.png,/nas-ctm01/datasets/public/celeba/152690.png,4819,74,val,27
4328,152748.png,/nas-ctm01/datasets/public/celeba/152748.png,4439,64,train,30
4329,152832.png,/nas-ctm01/datasets/public/celeba/152832.png,661,3,train,30
4330,152833.png,/nas-ctm01/datasets/public/celeba/152833.png,8702,164,val,30
4331,152992.png,/nas-ctm01/datasets/public/celeba/152992.png,9915,190,train,30
4332,152993.png,/nas-ctm01/datasets/public/celeba/152993.png,2015,23,train,30
4333,153038.png,/nas-ctm01/datasets/public/celeba/153038.png,7138,139,train,29
4334,153094.png,/nas-ctm01/datasets/public/celeba/153094.png,5747,98,train,30
4335,153108.png,/nas-ctm01/datasets/public/celeba/153108.png,6876,132,train,30
4336,153138.png,/nas-ctm01/datasets/public/celeba/153138.png,9731,185,train,30
4337,153197.png,/nas-ctm01/datasets/public/celeba/153197.png,1448,12,train,25
4338,153220.png,/nas-ctm01/datasets/public/celeba/153220.png,7923,151,train,27
4339,153233.png,/nas-ctm01/datasets/public/celeba/153233.png,9056,174,train,27
4340,153257.png,/nas-ctm01/datasets/public/celeba/153257.png,10085,193,train,26
4341,153307.png,/nas-ctm01/datasets/public/celeba/153307.png,6079,108,train,30
4342,153310.png,/nas-ctm01/datasets/public/celeba/153310.png,8692,163,train,27
4343,153388.png,/nas-ctm01/datasets/public/celeba/153388.png,6079,108,train,30
4344,153406.png,/nas-ctm01/datasets/public/celeba/153406.png,5827,102,test,30
4345,153423.png,/nas-ctm01/datasets/public/celeba/153423.png,6997,136,train,28
4346,153434.png,/nas-ctm01/datasets/public/celeba/153434.png,3022,44,train,30
4347,153460.png,/nas-ctm01/datasets/public/celeba/153460.png,6351,116,train,30
4348,153474.png,/nas-ctm01/datasets/public/celeba/153474.png,7004,138,train,30
4349,153600.png,/nas-ctm01/datasets/public/celeba/153600.png,9915,190,train,30
4350,153694.png,/nas-ctm01/datasets/public/celeba/153694.png,9138,177,train,30
4351,153736.png,/nas-ctm01/datasets/public/celeba/153736.png,289,1,train,30
4352,153849.png,/nas-ctm01/datasets/public/celeba/153849.png,3569,50,test,29
4353,153871.png,/nas-ctm01/datasets/public/celeba/153871.png,6439,122,train,30
4354,154053.png,/nas-ctm01/datasets/public/celeba/154053.png,95,0,test,30
4355,154061.png,/nas-ctm01/datasets/public/celeba/154061.png,9138,177,train,30
4356,154092.png,/nas-ctm01/datasets/public/celeba/154092.png,2643,38,val,29
4357,154104.png,/nas-ctm01/datasets/public/celeba/154104.png,6439,122,val,30
4358,154129.png,/nas-ctm01/datasets/public/celeba/154129.png,661,3,train,30
4359,154140.png,/nas-ctm01/datasets/public/celeba/154140.png,2898,42,train,28
4360,154166.png,/nas-ctm01/datasets/public/celeba/154166.png,5489,93,train,30
4361,154200.png,/nas-ctm01/datasets/public/celeba/154200.png,8469,161,train,28
4362,154204.png,/nas-ctm01/datasets/public/celeba/154204.png,8148,153,train,30
4363,154231.png,/nas-ctm01/datasets/public/celeba/154231.png,9290,183,train,30
4364,154238.png,/nas-ctm01/datasets/public/celeba/154238.png,5747,98,train,30
4365,154301.png,/nas-ctm01/datasets/public/celeba/154301.png,2236,31,test,29
4366,154306.png,/nas-ctm01/datasets/public/celeba/154306.png,8692,163,val,27
4367,154320.png,/nas-ctm01/datasets/public/celeba/154320.png,2296,34,train,29
4368,154326.png,/nas-ctm01/datasets/public/celeba/154326.png,3024,45,train,28
4369,154397.png,/nas-ctm01/datasets/public/celeba/154397.png,4321,61,test,30
4370,154484.png,/nas-ctm01/datasets/public/celeba/154484.png,9245,181,train,30
4371,154543.png,/nas-ctm01/datasets/public/celeba/154543.png,1947,21,train,30
4372,154553.png,/nas-ctm01/datasets/public/celeba/154553.png,9206,180,train,30
4373,154561.png,/nas-ctm01/datasets/public/celeba/154561.png,5479,91,test,29
4374,154583.png,/nas-ctm01/datasets/public/celeba/154583.png,6877,133,train,26
4375,154590.png,/nas-ctm01/datasets/public/celeba/154590.png,6682,124,val,28
4376,154687.png,/nas-ctm01/datasets/public/celeba/154687.png,2225,30,test,30
4377,154693.png,/nas-ctm01/datasets/public/celeba/154693.png,6751,127,train,28
4378,154701.png,/nas-ctm01/datasets/public/celeba/154701.png,10060,192,train,29
4379,154717.png,/nas-ctm01/datasets/public/celeba/154717.png,6386,120,train,29
4380,154787.png,/nas-ctm01/datasets/public/celeba/154787.png,9915,190,train,30
4381,154804.png,/nas-ctm01/datasets/public/celeba/154804.png,3017,43,train,29
4382,154828.png,/nas-ctm01/datasets/public/celeba/154828.png,289,1,train,30
4383,154891.png,/nas-ctm01/datasets/public/celeba/154891.png,8195,154,train,29
4384,154949.png,/nas-ctm01/datasets/public/celeba/154949.png,3386,49,train,28
4385,155025.png,/nas-ctm01/datasets/public/celeba/155025.png,6751,127,train,28
4386,155036.png,/nas-ctm01/datasets/public/celeba/155036.png,5951,104,train,25
4387,155041.png,/nas-ctm01/datasets/public/celeba/155041.png,9290,183,val,30
4388,155059.png,/nas-ctm01/datasets/public/celeba/155059.png,6844,129,train,30
4389,155112.png,/nas-ctm01/datasets/public/celeba/155112.png,2055,24,train,30
4390,155216.png,/nas-ctm01/datasets/public/celeba/155216.png,9789,187,test,30
4391,155222.png,/nas-ctm01/datasets/public/celeba/155222.png,3263,48,train,28
4392,155232.png,/nas-ctm01/datasets/public/celeba/155232.png,3896,54,train,29
4393,155252.png,/nas-ctm01/datasets/public/celeba/155252.png,6044,107,train,29
4394,155360.png,/nas-ctm01/datasets/public/celeba/155360.png,2066,25,val,30
4395,155375.png,/nas-ctm01/datasets/public/celeba/155375.png,6420,121,test,30
4396,155392.png,/nas-ctm01/datasets/public/celeba/155392.png,5341,85,test,30
4397,155400.png,/nas-ctm01/datasets/public/celeba/155400.png,3263,48,train,28
4398,155404.png,/nas-ctm01/datasets/public/celeba/155404.png,2296,34,train,29
4399,155424.png,/nas-ctm01/datasets/public/celeba/155424.png,8940,171,val,28
4400,155462.png,/nas-ctm01/datasets/public/celeba/155462.png,4955,80,train,30
4401,155514.png,/nas-ctm01/datasets/public/celeba/155514.png,6143,111,train,30
4402,155536.png,/nas-ctm01/datasets/public/celeba/155536.png,534,2,train,30
4403,155555.png,/nas-ctm01/datasets/public/celeba/155555.png,6860,131,train,30
4404,155565.png,/nas-ctm01/datasets/public/celeba/155565.png,3678,52,train,29
4405,155568.png,/nas-ctm01/datasets/public/celeba/155568.png,8896,170,train,26
4406,155588.png,/nas-ctm01/datasets/public/celeba/155588.png,6876,132,train,30
4407,155634.png,/nas-ctm01/datasets/public/celeba/155634.png,2870,41,val,29
4408,155654.png,/nas-ctm01/datasets/public/celeba/155654.png,9056,174,train,27
4409,155673.png,/nas-ctm01/datasets/public/celeba/155673.png,5341,85,train,30
4410,155684.png,/nas-ctm01/datasets/public/celeba/155684.png,3263,48,train,28
4411,155696.png,/nas-ctm01/datasets/public/celeba/155696.png,8940,171,train,28
4412,155742.png,/nas-ctm01/datasets/public/celeba/155742.png,2015,23,val,30
4413,155756.png,/nas-ctm01/datasets/public/celeba/155756.png,5911,103,train,29
4414,155768.png,/nas-ctm01/datasets/public/celeba/155768.png,894,4,train,30
4415,155779.png,/nas-ctm01/datasets/public/celeba/155779.png,8448,158,train,30
4416,155860.png,/nas-ctm01/datasets/public/celeba/155860.png,4936,77,train,30
4417,155937.png,/nas-ctm01/datasets/public/celeba/155937.png,95,0,train,30
4418,155947.png,/nas-ctm01/datasets/public/celeba/155947.png,6682,124,test,28
4419,155951.png,/nas-ctm01/datasets/public/celeba/155951.png,1629,16,test,30
4420,155952.png,/nas-ctm01/datasets/public/celeba/155952.png,6386,120,train,29
4421,156044.png,/nas-ctm01/datasets/public/celeba/156044.png,1467,13,train,30
4422,156049.png,/nas-ctm01/datasets/public/celeba/156049.png,6844,129,train,30
4423,156085.png,/nas-ctm01/datasets/public/celeba/156085.png,4577,69,train,30
4424,156086.png,/nas-ctm01/datasets/public/celeba/156086.png,6877,133,train,26
4425,156207.png,/nas-ctm01/datasets/public/celeba/156207.png,8469,161,train,28
4426,156280.png,/nas-ctm01/datasets/public/celeba/156280.png,8469,161,train,28
4427,156308.png,/nas-ctm01/datasets/public/celeba/156308.png,2015,23,train,30
4428,156330.png,/nas-ctm01/datasets/public/celeba/156330.png,9915,190,train,30
4429,156352.png,/nas-ctm01/datasets/public/celeba/156352.png,8457,160,val,25
4430,156448.png,/nas-ctm01/datasets/public/celeba/156448.png,534,2,train,30
4431,156464.png,/nas-ctm01/datasets/public/celeba/156464.png,8195,154,val,29
4432,156470.png,/nas-ctm01/datasets/public/celeba/156470.png,9091,176,train,30
4433,156515.png,/nas-ctm01/datasets/public/celeba/156515.png,289,1,train,30
4434,156540.png,/nas-ctm01/datasets/public/celeba/156540.png,4268,59,train,30
4435,156590.png,/nas-ctm01/datasets/public/celeba/156590.png,95,0,train,30
4436,156629.png,/nas-ctm01/datasets/public/celeba/156629.png,2158,27,train,29
4437,156710.png,/nas-ctm01/datasets/public/celeba/156710.png,8783,167,train,30
4438,156763.png,/nas-ctm01/datasets/public/celeba/156763.png,6354,117,test,30
4439,156833.png,/nas-ctm01/datasets/public/celeba/156833.png,2334,36,train,30
4440,156846.png,/nas-ctm01/datasets/public/celeba/156846.png,5142,83,train,30
4441,156865.png,/nas-ctm01/datasets/public/celeba/156865.png,5951,104,train,25
4442,156916.png,/nas-ctm01/datasets/public/celeba/156916.png,6386,120,train,29
4443,156940.png,/nas-ctm01/datasets/public/celeba/156940.png,6337,115,train,29
4444,156950.png,/nas-ctm01/datasets/public/celeba/156950.png,5479,91,train,29
4445,156965.png,/nas-ctm01/datasets/public/celeba/156965.png,6043,106,train,29
4446,156997.png,/nas-ctm01/datasets/public/celeba/156997.png,9138,177,train,30
4447,157007.png,/nas-ctm01/datasets/public/celeba/157007.png,4439,64,train,30
4448,157012.png,/nas-ctm01/datasets/public/celeba/157012.png,6420,121,train,30
4449,157027.png,/nas-ctm01/datasets/public/celeba/157027.png,9790,188,train,30
4450,157092.png,/nas-ctm01/datasets/public/celeba/157092.png,7138,139,val,29
4451,157099.png,/nas-ctm01/datasets/public/celeba/157099.png,4955,80,train,30
4452,157104.png,/nas-ctm01/datasets/public/celeba/157104.png,6044,107,train,29
4453,157116.png,/nas-ctm01/datasets/public/celeba/157116.png,4577,69,test,30
4454,157127.png,/nas-ctm01/datasets/public/celeba/157127.png,2898,42,val,28
4455,157145.png,/nas-ctm01/datasets/public/celeba/157145.png,9138,177,test,30
4456,157195.png,/nas-ctm01/datasets/public/celeba/157195.png,3808,53,train,29
4457,157204.png,/nas-ctm01/datasets/public/celeba/157204.png,5101,82,train,27
4458,157214.png,/nas-ctm01/datasets/public/celeba/157214.png,3569,50,train,29
4459,157225.png,/nas-ctm01/datasets/public/celeba/157225.png,1341,9,train,29
4460,157306.png,/nas-ctm01/datasets/public/celeba/157306.png,8454,159,train,30
4461,157316.png,/nas-ctm01/datasets/public/celeba/157316.png,1258,8,train,29
4462,157396.png,/nas-ctm01/datasets/public/celeba/157396.png,5341,85,train,30
4463,157402.png,/nas-ctm01/datasets/public/celeba/157402.png,2245,32,test,30
4464,157457.png,/nas-ctm01/datasets/public/celeba/157457.png,2245,32,train,30
4465,157464.png,/nas-ctm01/datasets/public/celeba/157464.png,6420,121,test,30
4466,157480.png,/nas-ctm01/datasets/public/celeba/157480.png,2898,42,val,28
4467,157565.png,/nas-ctm01/datasets/public/celeba/157565.png,1493,14,val,29
4468,157623.png,/nas-ctm01/datasets/public/celeba/157623.png,5473,90,train,30
4469,157644.png,/nas-ctm01/datasets/public/celeba/157644.png,7195,142,train,30
4470,157653.png,/nas-ctm01/datasets/public/celeba/157653.png,2015,23,train,30
4471,157666.png,/nas-ctm01/datasets/public/celeba/157666.png,3600,51,train,30
4472,157698.png,/nas-ctm01/datasets/public/celeba/157698.png,9731,185,val,30
4473,157700.png,/nas-ctm01/datasets/public/celeba/157700.png,534,2,train,30
4474,157708.png,/nas-ctm01/datasets/public/celeba/157708.png,6164,112,test,29
4475,157716.png,/nas-ctm01/datasets/public/celeba/157716.png,6439,122,train,30
4476,157722.png,/nas-ctm01/datasets/public/celeba/157722.png,8940,171,test,28
4477,157800.png,/nas-ctm01/datasets/public/celeba/157800.png,1946,20,train,30
4478,157813.png,/nas-ctm01/datasets/public/celeba/157813.png,7001,137,train,30
4479,157825.png,/nas-ctm01/datasets/public/celeba/157825.png,7001,137,train,30
4480,157839.png,/nas-ctm01/datasets/public/celeba/157839.png,6851,130,test,30
4481,157924.png,/nas-ctm01/datasets/public/celeba/157924.png,7001,137,test,30
4482,157928.png,/nas-ctm01/datasets/public/celeba/157928.png,10085,193,train,26
4483,157944.png,/nas-ctm01/datasets/public/celeba/157944.png,1258,8,train,29
4484,157959.png,/nas-ctm01/datasets/public/celeba/157959.png,4955,80,train,30
4485,157970.png,/nas-ctm01/datasets/public/celeba/157970.png,5951,104,train,25
4486,158004.png,/nas-ctm01/datasets/public/celeba/158004.png,6043,106,train,29
4487,158005.png,/nas-ctm01/datasets/public/celeba/158005.png,6079,108,train,30
4488,158078.png,/nas-ctm01/datasets/public/celeba/158078.png,5394,88,train,30
4489,158132.png,/nas-ctm01/datasets/public/celeba/158132.png,5341,85,train,30
4490,158205.png,/nas-ctm01/datasets/public/celeba/158205.png,6164,112,train,29
4491,158209.png,/nas-ctm01/datasets/public/celeba/158209.png,4808,73,train,30
